,class,n1,n2
5529,-1,22858,20636
5530,-1,32688,32436
5531,-1,31474,30369
5532,-1,11009,3355
5533,1,29990,28736
5534,-1,3936,1503
5535,-1,9722,8813
5536,-1,34359,34282
5537,-1,25886,23588
5538,-1,30368,29645
5539,1,33227,32699
5540,-1,11368,7529
5541,1,25037,23389
5542,-1,5135,692
5543,1,31225,30700
5544,-1,29806,28562
5545,-1,10746,7531
5546,-1,13067,10520
5547,1,8879,5006
5548,-1,25994,25570
5549,1,7577,6223
5550,1,15617,13094
5551,1,33738,33307
5552,-1,27174,25940
5553,-1,22012,20393
5554,1,19897,19161
5555,1,25321,26666
5556,1,24399,22806
5557,-1,27958,26362
5558,-1,28221,26484
5559,-1,28478,27273
5560,-1,31370,30654
5561,-1,26217,25095
5562,1,7814,3475
5563,-1,4236,1655
5564,1,20602,18738
5565,1,6732,5405
5566,1,7496,6088
5567,-1,27129,25869
5568,1,33757,33229
5569,-1,33889,33448
5570,-1,30033,28450
5571,1,26958,25681
5572,1,31541,30886
5573,1,1515,747
5574,-1,27498,26476
5575,-1,16294,14405
5576,1,31824,31223
5577,-1,1937,101
5578,-1,29156,27796
5579,-1,16941,15780
5580,-1,2620,1143
5581,-1,33781,33092
5582,1,30439,29542
5583,1,5733,1794
5584,-1,29008,27381
5585,-1,29695,29207
5586,1,26541,25123
5587,1,4550,8873
5588,-1,27311,26116
5589,-1,30266,29994
5590,-1,23152,22383
5591,1,17679,16877
5592,1,2179,131
5593,1,26113,24751
5594,-1,31793,31285
5595,-1,16271,14608
5596,1,33955,33787
5597,-1,5930,1989
5598,1,27674,25949
5599,-1,23546,22828
5600,-1,10270,12498
5601,-1,11322,7673
5602,-1,32694,32344
5603,-1,31774,31420
5604,1,10312,9049
5605,1,21898,20818
5606,-1,3392,1887
5607,1,20693,19793
5608,1,20138,18537
5609,1,31052,30674
5610,1,19528,18017
5611,-1,13546,10114
5612,1,22075,21230
5613,1,33941,33702
5614,1,12219,2831
5615,-1,32328,32078
5616,1,31963,31546
5617,1,1962,98
5618,-1,29151,28293
5619,-1,11672,4303
5620,-1,30661,30035
5621,1,7543,4687
5622,-1,19444,18213
5623,-1,2285,436
5624,1,24109,21682
5625,1,32616,32414
5626,-1,22809,20370
5627,1,18959,17326
5628,1,21572,20313
5629,-1,1766,100
5630,1,18455,17576
5631,1,10525,5084
5632,1,20978,19011
5633,1,9034,4631
5634,-1,25427,26952
5635,-1,26637,27890
5636,-1,27069,24886
5637,-1,32225,32120
5638,-1,28390,26664
5639,-1,21236,18936
5640,1,802,235
5641,1,17350,16684
5642,-1,33525,32882
5643,1,26439,24724
5644,-1,29905,28950
5645,-1,25956,25188
5646,1,8532,4381
5647,1,26123,25014
5648,-1,18047,16520
5649,-1,4887,514
5650,1,7350,4119
5651,-1,31257,30902
5652,-1,12523,6102
5653,1,621,287
5654,1,16663,15719
5655,-1,7922,3017
5656,-1,23770,22705
5657,-1,29652,28644
5658,-1,34158,33909
5659,1,14003,10977
5660,-1,24842,24484
5661,-1,650,167
5662,1,9377,7693
5663,1,27376,26256
5664,1,17779,17235
5665,1,22949,21532
5666,1,29713,28894
5667,1,30617,29916
5668,1,25929,24510
5669,1,18530,17308
5670,-1,28183,26573
5671,-1,25568,23084
5672,1,33983,33321
5673,1,18900,19546
5674,1,18731,17772
5675,1,25063,23010
5676,1,1713,67
5677,1,34341,34074
5678,-1,4315,2676
5679,-1,29176,27228
5680,-1,31930,31298
5681,1,28264,26957
5682,-1,11810,4266
5683,-1,26474,26648
5684,-1,4626,1174
5685,-1,29798,29124
5686,1,29855,28769
5687,-1,8123,4058
5688,-1,16100,14301
5689,1,23918,22330
5690,-1,28605,27659
5691,-1,25773,24248
5692,1,19742,19668
5693,-1,32400,32245
5694,-1,7707,3561
5695,-1,268,6446
5696,1,20973,18711
5697,1,10020,8408
5698,1,34217,33896
5699,-1,27235,27046
5700,-1,12840,10509
5701,1,2531,688
5702,1,17294,18515
5703,-1,25525,23388
5704,-1,3872,1589
5705,-1,27280,26751
5706,1,32122,31548
5707,1,20340,18968
5708,-1,33457,33169
5709,-1,24793,23592
5710,1,32496,32131
5711,1,28854,27366
5712,1,21857,20860
5713,-1,4416,8897
5714,-1,25341,24775
5715,-1,5573,1878
5716,-1,21659,20741
5717,-1,29579,29386
5718,-1,23208,21635
5719,-1,25301,24446
5720,-1,5406,1805
5721,1,30892,30170
5722,1,20869,19485
5723,-1,11832,5152
5724,1,16115,14343
5725,1,27476,26951
5726,-1,31458,30748
5727,-1,473,34
5728,-1,25755,24434
5729,-1,33909,33579
5730,-1,3530,961
5731,-1,26731,25637
5732,-1,6761,16342
5733,1,3264,2235
5734,-1,30859,30055
5735,1,20940,20460
5736,-1,23201,21653
5737,-1,33954,33636
5738,1,14488,10092
5739,-1,14615,12327
5740,-1,23921,21855
5741,-1,25450,24014
5742,1,26396,24807
5743,-1,12633,5142
5744,1,24043,21589
5745,-1,21741,21331
5746,1,20233,19077
5747,-1,29558,28917
5748,-1,25571,23363
5749,-1,11279,7755
5750,-1,3495,1746
5751,1,34264,34186
5752,-1,8722,5802
5753,-1,30484,29452
5754,-1,10604,5118
5755,1,19957,19229
5756,-1,33821,33448
5757,1,5206,989
5758,-1,28929,27392
5759,1,5581,508
5760,1,27402,26211
5761,-1,13069,12402
5762,1,28778,28099
5763,1,14959,11360
5764,-1,30463,29495
5765,1,27241,26702
5766,-1,7530,5431
5767,1,6220,2157
5768,1,22106,20480
5769,1,33758,33229
5770,-1,33159,32686
5771,-1,30325,29952
5772,1,31254,30368
5773,-1,20883,28030
5774,-1,34227,33854
5775,-1,33834,33552
5776,-1,5627,11280
5777,-1,34163,33910
5778,-1,32459,32129
5779,-1,8586,4680
5780,1,22691,20850
5781,1,19564,17996
5782,-1,5946,2183
5783,1,33951,33764
5784,1,16972,15437
5785,1,32070,31407
5786,1,30741,29906
5787,-1,28151,26704
5788,-1,16921,16135
5789,1,31713,30813
5790,-1,15227,14959
5791,-1,31799,31673
5792,1,28458,28121
5793,-1,32672,32649
5794,-1,7201,5071
5795,-1,32234,32051
5796,-1,8193,4806
5797,-1,4717,1641
5798,-1,7373,2475
5799,1,32188,31834
5800,-1,17891,16105
5801,1,32769,32434
5802,-1,29318,27568
5803,-1,33138,32688
5804,1,15106,12057
5805,1,3845,1347
5806,-1,32093,31314
5807,-1,25660,24202
5808,-1,29485,28484
5809,1,13257,10347
5810,-1,2534,1584
5811,-1,33038,32530
5812,-1,32171,32036
5813,-1,28138,26998
5814,1,29503,29176
5815,1,17325,16636
5816,-1,9112,4510
5817,-1,24610,24130
5818,-1,32101,31659
5819,1,26362,25459
5820,-1,23568,21732
5821,-1,2335,960
5822,-1,32248,31896
5823,-1,16976,18006
5824,1,27935,26631
5825,-1,28228,25941
5826,1,5774,1445
5827,1,33324,32897
5828,-1,16407,14655
5829,-1,31925,31540
5830,1,5014,2487
5831,-1,7809,3735
5832,-1,32361,32212
5833,1,13262,11274
5834,1,22110,20479
5835,-1,26774,25533
5836,1,32183,31776
5837,1,19376,17464
5838,1,28108,26244
5839,-1,28561,27525
5840,-1,30458,32038
5841,1,31020,30344
5842,1,20606,20410
5843,-1,3383,545
5844,-1,29391,27426
5845,-1,23915,21384
5846,1,2487,406
5847,1,9873,6920
5848,-1,22748,21626
5849,1,2262,1117
5850,1,23219,21470
5851,1,1711,269
5852,-1,248,8
5853,-1,24846,24136
5854,-1,27962,25940
5855,1,21563,20802
5856,1,21031,19036
5857,1,32338,31798
5858,1,28703,27983
5859,-1,8688,2499
5860,-1,25584,23166
5861,-1,17938,16840
5862,-1,32579,32459
5863,-1,30455,29477
5864,-1,4440,728
5865,-1,28648,27407
5866,-1,27486,26062
5867,-1,30599,29485
5868,1,22538,20522
5869,-1,28419,27038
5870,1,28632,27382
5871,1,16414,13062
5872,1,21981,20844
5873,-1,2075,184
5874,1,21265,19435
5875,1,29335,27382
5876,1,34313,33920
5877,-1,4222,764
5878,1,6294,406
5879,1,30900,29680
5880,1,27081,25427
5881,1,8482,4078
5882,-1,32241,31913
5883,-1,6598,3178
5884,1,22472,20496
5885,-1,9646,8740
5886,-1,6546,3691
5887,-1,32981,32715
5888,-1,26758,24606
5889,1,12596,7670
5890,-1,10621,4354
5891,-1,32077,31457
5892,1,19817,18947
5893,1,10949,4647
5894,1,30189,28702
5895,1,30923,29762
5896,1,28133,26881
5897,-1,27628,26573
5898,1,32720,32391
5899,1,18506,27646
5900,1,27764,26941
5901,1,26974,24890
5902,1,1046,136
5903,-1,4354,511
5904,-1,26063,25547
5905,-1,32352,32217
5906,-1,4097,526
5907,1,8437,2959
5908,1,11890,6087
5909,1,28128,26963
5910,1,3880,1111
5911,1,21551,20424
5912,-1,13949,12481
5913,-1,32330,32068
5914,-1,26341,24990
5915,-1,26383,25588
5916,1,18622,17484
5917,-1,27058,25030
5918,1,33895,33704
5919,-1,11139,7424
5920,-1,10612,2484
5921,1,20862,18462
5922,-1,31379,30473
5923,-1,26956,24887
5924,-1,17070,16483
5925,-1,6547,5677
5926,1,13311,12125
5927,-1,23296,21855
5928,-1,31258,30460
5929,1,25681,22950
5930,1,25996,25605
5931,1,21344,18336
5932,-1,6446,28604
5933,-1,2813,420
5934,1,24684,24464
5935,-1,7544,6305
5936,-1,22992,22466
5937,1,30082,28450
5938,1,8895,3103
5939,-1,13288,11012
5940,-1,23566,22536
5941,-1,33634,33028
5942,1,21030,19639
5943,1,30974,30170
5944,1,6385,315
5945,1,33474,33130
5946,1,8218,5333
5947,1,24822,23084
5948,-1,27250,26719
5949,-1,25062,23609
5950,1,32918,32669
5951,-1,9601,6532
5952,-1,29436,27885
5953,1,6193,2153
5954,1,660,277
5955,-1,28041,26623
5956,1,30908,30060
5957,-1,4592,1997
5958,1,33509,33314
5959,1,34236,33884
5960,-1,25189,24334
5961,-1,10426,3394
5962,1,5653,530
5963,1,26142,25071
5964,-1,32482,32306
5965,1,21942,21227
5966,-1,26715,24920
5967,1,19405,17558
5968,-1,22823,20339
5969,1,14966,11313
5970,1,17300,17323
5971,-1,24932,23746
5972,-1,29281,28177
5973,1,5152,1821
5974,-1,30658,29662
5975,1,27953,26335
5976,1,29644,29074
5977,-1,11051,6097
5978,1,25014,22938
5979,-1,26505,25440
5980,-1,16021,12972
5981,1,2107,287
5982,1,33205,32839
5983,-1,30525,29824
5984,-1,25378,22939
5985,-1,29317,27512
5986,-1,18099,15295
5987,1,9693,6980
5988,-1,4512,1356
5989,-1,30308,29531
5990,1,430,35
5991,-1,31864,31702
5992,1,18506,23884
5993,1,15377,13065
5994,-1,4576,508
5995,-1,32229,32117
5996,1,4139,305
5997,-1,33044,32678
5998,1,30884,30138
5999,-1,27691,27160
6000,-1,28827,27989
6001,1,25117,24167
6002,1,26077,24854
6003,1,9341,8462
6004,-1,5932,1754
6005,1,15595,13239
6006,1,17116,15995
6007,-1,31671,30666
6008,-1,25002,23305
6009,-1,33109,32591
6010,1,28662,27754
6011,1,31987,31099
6012,1,6085,2109
6013,1,26916,25262
6014,1,12483,7558
6015,1,12087,5847
6016,-1,29499,29292
6017,1,15978,12727
6018,-1,34006,33523
6019,-1,28462,27314
6020,1,16891,16186
6021,-1,24538,23564
6022,-1,29427,28345
6023,-1,11479,3220
6024,1,31600,30819
6025,1,25611,23995
6026,-1,29289,27810
6027,-1,12243,3983
6028,-1,31108,30265
6029,-1,22429,20041
6030,1,27043,25677
6031,-1,13363,11808
6032,-1,16689,16365
6033,-1,30037,28945
6034,1,19963,18250
6035,-1,24758,23250
6036,-1,27534,26443
6037,1,26346,25197
6038,-1,32548,32382
6039,1,1696,269
6040,-1,10413,7555
6041,1,6093,2109
6042,-1,32378,32295
6043,-1,12533,2679
6044,1,24809,24440
6045,-1,8329,4254
6046,-1,3623,1337
6047,1,9286,7066
6048,1,8093,3479
6049,-1,4769,1740
6050,-1,6067,1735
6051,1,2403,2014
6052,-1,12528,5287
6053,1,30833,29998
6054,-1,15904,13134
6055,1,637,184
6056,1,26584,24540
6057,1,9748,8889
6058,-1,12502,6401
6059,-1,9756,7125
6060,1,31056,30396
6061,-1,28407,26366
6062,1,14692,12412
6063,1,20435,19355
6064,-1,26538,25299
6065,1,23565,22766
6066,1,19162,18297
6067,1,33204,32568
6068,1,24078,21910
6069,-1,17233,16042
6070,1,31062,30964
6071,-1,22129,20500
6072,-1,7218,4583
6073,1,15019,10303
6074,1,16302,14633
6075,1,22251,19709
6076,-1,26183,26733
6077,1,19624,17317
6078,1,30,5
6079,-1,23568,21878
6080,-1,31826,31224
6081,-1,2030,176
6082,-1,5985,1210
6083,-1,21680,21032
6084,-1,29684,28696
6085,-1,25638,29086
6086,-1,6102,11636
6087,1,33785,33086
6088,1,6607,3738
6089,-1,29633,29296
6090,1,22415,20146
6091,1,22775,20371
6092,1,1121,44
6093,-1,25396,23909
6094,1,31080,31155
6095,-1,10993,6265
6096,1,9185,6945
6097,1,33450,33279
6098,-1,30175,28641
6099,-1,23198,22153
6100,1,9184,6819
6101,1,10833,5292
6102,1,5052,2235
6103,1,34347,34101
6104,-1,29166,27405
6105,1,12278,4463
6106,1,32992,32669
6107,1,21567,22924
6108,1,12424,7508
6109,-1,15018,11721
6110,1,24448,21836
6111,-1,17768,16809
6112,-1,27721,26316
6113,-1,7646,3708
6114,-1,31822,31223
6115,1,26543,25341
6116,1,24126,22112
6117,1,14633,11266
6118,1,19249,17842
6119,1,18557,18454
6120,-1,28381,29142
6121,1,25148,23849
6122,-1,20171,19423
6123,1,31297,30436
6124,-1,31131,30684
6125,1,27204,26543
6126,1,2347,1760
6127,-1,22207,20279
6128,1,30354,29887
6129,-1,29467,29204
6130,1,21652,20159
6131,1,21928,20391
6132,1,28218,27802
6133,1,18281,17431
6134,-1,27334,26581
6135,-1,27846,26870
6136,1,15200,12648
6137,1,12110,4292
6138,-1,3190,420
6139,1,31471,30684
6140,-1,3260,774
6141,-1,27766,27086
6142,1,29600,29043
6143,-1,23931,22670
6144,-1,11246,2317
6145,-1,8955,5775
6146,-1,33134,32526
6147,-1,31285,30971
6148,1,9841,7552
6149,1,29541,28543
6150,-1,15243,15034
6151,1,5387,637
6152,1,22422,21081
6153,1,26087,25609
6154,1,7206,5006
6155,1,435,146
6156,1,19360,18094
6157,1,358,32
6158,1,33714,33197
6159,-1,23553,21716
6160,-1,28009,26215
6161,-1,24082,21576
6162,-1,33294,32857
6163,1,25057,23365
6164,1,32628,32466
6165,-1,24843,23246
6166,1,24433,24220
6167,-1,28936,27817
6168,1,6589,5599
6169,1,10831,6383
6170,-1,29559,28581
6171,-1,4165,407
6172,1,15024,12407
6173,1,5200,1688
6174,-1,24808,24440
6175,1,22093,20285
6176,1,1045,180
6177,1,11582,6486
6178,1,27306,26155
6179,-1,4279,555
6180,-1,14491,10791
6181,1,3962,1180
6182,-1,18793,17271
6183,1,32740,32485
6184,-1,22996,21433
6185,1,28249,26869
6186,1,12317,2825
6187,1,26574,25439
6188,1,20462,18321
6189,1,4913,1577
6190,1,12413,6289
6191,1,26162,24827
6192,1,29985,28728
6193,-1,24313,22084
6194,1,33811,33707
6195,1,25674,24202
6196,1,7674,2571
6197,1,20942,19423
6198,-1,22044,20757
6199,1,30040,29324
6200,1,16385,13623
6201,-1,34019,33714
6202,-1,28265,26142
6203,1,1623,174
6204,-1,8939,2819
6205,-1,29459,28766
6206,-1,2937,1099
6207,-1,27631,26924
6208,1,22395,20414
6209,-1,5055,1512
6210,1,16028,15099
6211,1,19039,17313
6212,1,10182,8763
6213,-1,5997,1225
6214,-1,31806,31361
6215,-1,14251,9802
6216,-1,26196,25767
6217,-1,5010,1364
6218,-1,24937,24377
6219,-1,27557,26357
6220,1,2515,856
6221,1,1210,133
6222,-1,23392,22487
6223,-1,25829,24094
6224,-1,5511,1439
6225,1,9683,6506
6226,-1,26306,25733
6227,1,5988,1434
6228,1,5689,1181
6229,1,26056,24753
6230,-1,26767,25301
6231,1,17157,15488
6232,-1,28716,27902
6233,1,19996,18532
6234,1,1747,250
6235,-1,13571,9656
6236,-1,15886,15089
6237,1,33066,32669
6238,1,12701,9165
6239,1,20877,19700
6240,-1,28937,27944
6241,-1,25616,23470
6242,-1,26358,24615
6243,-1,2497,1261
6244,-1,27675,26847
6245,-1,2365,409
6246,-1,16428,13044
6247,1,19706,19520
6248,-1,27434,26869
6249,-1,11684,4797
6250,1,2280,957
6251,1,6035,845
6252,-1,29118,27857
6253,-1,24877,23401
6254,-1,31170,30944
6255,-1,22160,20533
6256,-1,10012,7523
6257,1,5267,2071
6258,-1,7857,5618
6259,-1,27052,24647
6260,1,12579,3559
6261,1,12909,10088
6262,-1,28453,27256
6263,1,31143,30534
6264,1,3992,472
6265,-1,5364,563
6266,-1,29532,28948
6267,-1,29053,27380
6268,-1,32942,32742
6269,1,6711,2525
6270,1,8824,6197
6271,-1,32815,32443
6272,1,17240,16258
6273,1,1035,124
6274,-1,11435,4425
6275,1,19815,21871
6276,-1,24779,22938
6277,-1,26644,24605
6278,-1,16339,14732
6279,-1,29374,27804
6280,1,25603,23741
6281,1,19854,18845
6282,-1,29676,29179
6283,1,33518,33314
6284,1,5660,530
6285,-1,29949,29071
6286,1,7861,2855
6287,-1,13510,9215
6288,-1,25780,23107
6289,-1,26659,25341
6290,1,23942,22298
6291,-1,30393,29736
6292,-1,31187,30473
6293,1,7056,4722
6294,1,29673,29265
6295,-1,10186,6580
6296,1,15088,9645
6297,1,19425,17797
6298,1,27659,26424
6299,-1,4108,1252
6300,1,18848,19112
6301,-1,4119,2107
6302,-1,25113,23642
6303,-1,4681,510
6304,1,14562,11140
6305,1,9668,6776
6306,-1,33225,32513
6307,-1,7361,4494
6308,-1,29222,28117
6309,1,32384,32175
6310,-1,4805,1887
6311,-1,11714,7924
6312,-1,32932,32593
6313,-1,12485,6021
6314,1,11730,6213
6315,-1,8312,2930
6316,-1,33584,33132
6317,1,22587,20220
6318,1,17786,16992
6319,1,19220,19144
6320,1,8659,5010
6321,1,27849,26623
6322,1,29870,28749
6323,1,18214,15456
6324,1,10914,8431
6325,1,19406,17708
6326,1,28480,27795
6327,1,6969,4675
6328,-1,11681,5852
6329,1,14265,11089
6330,-1,27791,26564
6331,1,2208,64
6332,-1,4486,1838
6333,1,32674,32424
6334,-1,27468,25979
6335,1,20161,18250
6336,-1,26272,25071
6337,-1,31451,30495
6338,-1,28805,28309
6339,-1,34097,33669
6340,1,31690,30629
6341,1,29980,29011
6342,1,9743,8505
6343,1,8347,5085
6344,1,8140,4106
6345,1,19094,17303
6346,1,33469,33187
6347,1,9094,6372
6348,1,20726,18300
6349,-1,31483,30427
6350,-1,28620,27623
6351,1,15070,10977
6352,-1,28226,26941
6353,-1,25787,23915
6354,1,20841,23168
6355,-1,17539,17011
6356,-1,14083,11745
6357,1,8002,3289
6358,1,5975,1565
6359,1,34346,33863
6360,1,11663,6506
6361,-1,23065,23213
6362,1,27287,27159
6363,-1,23278,22773
6364,-1,210,8
6365,-1,27897,26514
6366,1,9133,13833
6367,-1,24881,23905
6368,1,25944,25589
6369,-1,5543,1693
6370,1,21962,20710
6371,1,25352,23992
6372,-1,16097,13729
6373,-1,25092,23472
6374,-1,4036,1128
6375,1,29923,29322
6376,-1,28353,26771
6377,-1,27471,25968
6378,1,18378,17735
6379,-1,5131,1923
6380,-1,25342,24186
6381,-1,31072,30304
6382,1,24557,24183
6383,1,5617,1437
6384,-1,30074,29224
6385,1,31885,31091
6386,1,33199,32842
6387,-1,31918,31048
6388,-1,25433,24205
6389,1,17587,17124
6390,-1,3011,2146
6391,-1,14647,10870
6392,1,5945,1823
6393,1,9794,8763
6394,1,28017,26501
6395,-1,667,187
6396,1,25656,22965
6397,-1,33542,33212
6398,-1,22044,20967
6399,1,22193,19781
6400,-1,32236,32068
6401,1,25056,23340
6402,1,32052,31034
6403,-1,28030,26503
6404,1,19270,17783
6405,1,30904,30059
6406,-1,27209,25975
6407,1,10878,6302
6408,1,3826,315
6409,1,29955,28883
6410,1,3099,829
6411,-1,27701,26504
6412,1,7157,4054
6413,-1,13241,9362
6414,1,7763,3488
6415,1,3337,831
6416,-1,29981,28726
6417,1,20308,18996
6418,1,12978,10249
6419,1,30775,30100
6420,1,9897,7607
6421,-1,28063,26502
6422,-1,31980,31085
6423,1,16012,14026
6424,-1,24345,21748
6425,-1,33258,32600
6426,1,20426,18881
6427,-1,30607,29654
6428,-1,23259,22449
6429,-1,17075,16131
6430,1,22805,20211
6431,1,34254,34069
6432,1,7052,3083
6433,-1,15441,14651
6434,-1,24624,23894
6435,-1,25157,24484
6436,-1,33716,33154
6437,-1,7141,2615
6438,-1,28475,28319
6439,-1,26130,24947
6440,-1,1715,47
6441,1,26769,25459
6442,-1,32589,32528
6443,-1,11833,5363
6444,1,19134,17599
6445,-1,25365,23399
6446,1,27006,25681
6447,1,30520,29485
6448,-1,5437,530
6449,1,28040,27015
6450,-1,29082,27503
6451,1,27086,25020
6452,-1,27540,26307
6453,1,32182,31993
6454,1,15040,11041
6455,-1,2919,789
6456,-1,26994,24928
6457,1,31976,31513
6458,1,6441,2261
6459,1,15879,17256
6460,1,21716,20480
6461,1,30836,30210
6462,-1,3931,1878
6463,-1,33706,33239
6464,1,10022,8410
6465,-1,23575,22817
6466,-1,25026,22977
6467,-1,29604,28648
6468,-1,25171,24267
6469,-1,31378,30300
6470,1,26784,25650
6471,-1,28712,27795
6472,-1,32159,31780
6473,1,19458,17602
6474,-1,25044,23171
6475,-1,14634,11530
6476,-1,28866,27575
6477,1,32776,32449
6478,-1,2836,2161
6479,-1,14027,10138
6480,-1,29827,29322
6481,1,33704,33086
6482,-1,9521,6662
6483,-1,29011,27433
6484,1,1037,39
6485,-1,23694,22109
6486,-1,27497,26048
6487,-1,23951,22357
6488,1,19351,17907
6489,1,8492,2766
6490,-1,26677,24551
6491,1,31419,30712
6492,-1,34166,34071
6493,-1,28011,27051
6494,-1,27813,26185
6495,-1,27128,25868
6496,1,20134,19440
6497,-1,7843,5222
6498,1,8455,5384
6499,1,1462,48
6500,-1,24450,22111
6501,-1,25776,24194
6502,-1,24184,22373
6503,-1,25412,23281
6504,1,10433,4388
6505,1,19632,18228
6506,1,7760,3131
6507,1,20284,18974
6508,-1,16157,14399
6509,1,33700,33102
6510,-1,32205,31795
6511,-1,30452,29690
6512,1,8763,5628
6513,1,11756,2768
6514,-1,5299,1735
6515,1,27151,25690
6516,-1,67,19
6517,1,6031,4968
6518,-1,29449,29347
6519,-1,31615,30343
6520,1,21576,20742
6521,-1,30716,29645
6522,1,25813,23762
6523,-1,24235,22566
6524,-1,30277,29645
6525,-1,28047,26015
6526,-1,16818,15514
6527,-1,26952,24855
6528,-1,30171,28506
6529,1,10891,7254
6530,1,25410,24324
6531,-1,26885,24605
6532,-1,15579,13449
6533,1,1692,268
6534,1,6222,1921
6535,-1,4038,1988
6536,1,4159,1289
6537,1,22272,20539
6538,1,32459,32586
6539,-1,4083,1013
6540,1,31912,31370
6541,-1,28859,27699
6542,1,12754,11116
6543,1,12673,11596
6544,1,8084,6374
6545,-1,22639,20963
6546,1,28442,27651
6547,-1,8634,4515
6548,1,13935,11558
6549,-1,33547,33020
6550,-1,5464,696
6551,-1,31479,30288
6552,1,19755,18909
6553,1,7877,6334
6554,1,24186,24207
6555,1,13359,11457
6556,-1,22606,21157
6557,1,19179,17360
6558,-1,27025,24678
6559,-1,29033,27769
6560,-1,5702,1974
6561,1,1125,172
6562,-1,26772,24774
6563,-1,11272,4323
6564,-1,33127,32735
6565,-1,2833,1450
6566,-1,7472,3288
6567,1,18277,17914
6568,1,26034,24753
6569,-1,27339,25975
6570,1,24797,24281
6571,1,26745,25795
6572,1,25459,24199
6573,-1,5224,2086
6574,-1,14563,9873
6575,1,27754,26475
6576,1,28044,25940
6577,1,26762,25525
6578,-1,24647,22950
6579,-1,2546,1878
6580,-1,24798,23621
6581,-1,29346,27493
6582,1,3409,1707
6583,1,1332,296
6584,-1,4397,2153
6585,-1,31503,30455
6586,-1,9287,7242
6587,-1,27944,26304
6588,-1,23439,22077
6589,1,14498,11859
6590,-1,2052,262
6591,-1,25653,24129
6592,-1,32855,32388
6593,-1,30919,29834
6594,1,17091,17928
6595,1,27677,26549
6596,1,24278,21515
6597,-1,24795,23031
6598,-1,29623,29396
6599,1,31705,30620
6600,1,31508,30770
6601,-1,30512,29514
6602,-1,30049,29043
6603,-1,22295,20673
6604,-1,27178,26558
6605,1,32462,32267
6606,-1,3157,704
6607,-1,9166,8737
6608,1,25634,22983
6609,-1,16408,12824
6610,-1,31701,30566
6611,1,17351,17246
6612,1,34285,34189
6613,-1,3106,990
6614,-1,14843,12286
6615,1,9784,8110
6616,1,22579,20221
6617,-1,8417,4513
6618,1,25906,23710
6619,1,5351,443
6620,1,2115,5846
6621,1,34124,33357
6622,1,20391,18543
6623,-1,1199,169
6624,-1,34212,33911
6625,-1,10440,3708
6626,-1,12143,7473
6627,1,33430,33240
6628,1,19224,17928
6629,1,2313,893
6630,1,13986,11263
6631,-1,34003,33591
6632,1,29496,29409
6633,1,23138,22233
6634,-1,29254,28648
6635,-1,34080,33669
6636,1,4113,1512
6637,1,8192,5186
6638,-1,8125,2958
6639,-1,31923,31089
6640,1,7994,7402
6641,1,16439,13201
6642,-1,6099,2122
6643,-1,5729,511
6644,1,27288,26483
6645,-1,26137,25696
6646,-1,30230,28795
6647,1,7886,4722
6648,1,19447,17746
6649,1,22210,20479
6650,-1,4384,876
6651,-1,14927,11047
6652,1,5760,1878
6653,-1,31825,31207
6654,-1,15688,12680
6655,-1,34071,33621
6656,-1,24832,23720
6657,1,19723,22159
6658,-1,31447,30658
6659,1,19476,18208
6660,-1,23189,21961
6661,1,5285,1749
6662,-1,122,15
6663,-1,24596,23884
6664,1,27882,26728
6665,-1,21795,20512
6666,1,15120,14584
6667,1,27747,26733
6668,1,23398,21469
6669,-1,28515,28323
6670,-1,31270,30295
6671,-1,29744,28531
6672,1,7815,4577
6673,1,20584,19278
6674,1,28381,26078
6675,-1,28681,27616
6676,-1,23052,22707
6677,-1,9780,8699
6678,-1,26340,29044
6679,1,33368,33289
6680,-1,10252,7254
6681,1,5030,1056
6682,-1,28413,26526
6683,-1,26254,25230
