n,url,label
836,"Les_murs_frontaliers_sont_une_atteinte_aux_droits_de_l%27homme","Les murs frontaliers sont une atteinte aux droits de l'homme"
837,"Tous_les_animaux_ne_sont_pas_sacr%C3%A9s","Tous les animaux ne sont pas sacrés"
838,"Il_ne_faut_pas_manger_les_animaux_consid%C3%A9r%C3%A9s_sacr%C3%A9s","Certains animaux sont considérés sacrés"
839,"Le_sacr%C3%A9_d%C3%A9pend_des_religions_et_des_croyances","Le sacré dépend des religions et des croyances"
840,"Le_voile_islamique_est_la_marque_concr%C3%A8te_de_l%27oppression_des_hommes_sur_les_femmes","Dans les deux cas, le voile est la marque de l'oppression sexiste"
841,"leaf_149","Le voile est le signe visible que les femmes voilées sont la propriété de leur mari"
842,"leaf_150","Les femmes qui refusent de porter le voile sont brimées et opprimées"
843,"leaf_151","On ne peut pas être féministe et défendre le voile"
844,"leaf_152","Des femmes sont voilées et épanouies"
845,"leaf_153","Le voile n'est qu'un vêtement comme un autre"
846,"leaf_154","Les femmes voilées sont déjà bien assez opprimées et stigmatisées pour qu'on ne leur ajoute pas une autre oppression"
847,"L%C3%A9nine_a_encourag%C3%A9_les_actes_de_terreur_envers_les_paysans","En particulier envers les paysans"
848,"Que_des_femmes_choisissent_de_se_voiler_n%27est_que_l%27acceptation_d%27une_oppression","Que des femmes choisissent de se voiler n'est que l'acceptation d'une oppression"
849,"La_majorit%C3%A9_des_femmes_choisissent_librement_de_porter_le_voile_islamique","La majorité des femmes choisissent librement de le porter"
850,"Il_faut_amener_les_femmes_%C3%A0_prendre_conscience_de_l%27oppression_que_constitue_le_voile_islamique","Il faut amener les femmes à prendre conscience de leur oppression"
851,"Le_port_du_voile_islamique_n%27est_pas_une_question_de_libert%C3%A9_individuelle_mais_de_libert%C3%A9s_collectives","Le port du voile n'est pas une question de liberté individuelle mais de libertés collectives"
852,"Derri%C3%A8re_la_d%C3%A9fense_de_la_libert%C3%A9_des_femmes_%C3%A0_se_voiler_se_cache_un_profond_m%C3%A9pris_%C3%A0_l%27%C3%A9gard_des_populations_d%C3%A9munies","Derrière la défense de la liberté des femmes à se voiler se cache un profond mépris à l'égard des populations démunies"
853,"Le_revenu_de_base_permet_de_lutter_contre_la_pauvret%C3%A9","Une réduction de la pauvreté"
854,"Le_revenu_de_base_apporte_de_meilleures_conditions_de_vie","De meilleures conditions de vie"
855,"Le_revenu_de_base_apporte_plus_de_libert%C3%A9","Une plus grande liberté"
856,"Le_revenu_de_base_apporte_plus_de_temps_libre","Plus de temps libre"
857,"Le_revenu_de_base_r%C3%A9duit_la_peur_du_ch%C3%B4mage","Une réduction de la peur du chômage"
858,"Le_revenu_de_base_ne_stigmatise_pas_ses_b%C3%A9n%C3%A9ficiaires","Pas de stigmatisation"
859,"Un_revenu_de_base_am%C3%A9liore_la_sant%C3%A9","Une meilleure santé"
860,"Le_revenu_de_base_ne_peut_tenir_ses_promesses_que_s%27il_est_d%27un_montant_suffisant","Tout dépend du montant"
861,"Le_revenu_de_base_favorise_la_solitude,_l%27ennui_et_la_d%C3%A9pression","Un risque de désocialisation, ennui et dépression"
862,"Le_revenu_de_base_harmonise_par_le_bas_le_revenu_des_ch%C3%B4meurs_et_des_retrait%C3%A9s","Une harmonisation par le bas pour les chômeurs et les retraités"
863,"L%27instauration_d%27un_revenu_de_base_risque_de_d%C3%A9grader_les_conditions_de_travail","Une dégradation des conditions de travail"
864,"L%27Assembl%C3%A9e_constituante_de_1918_ne_refl%C3%A9tait_plus_l%27%C3%A9tat_d%27esprit_des_masses_russes","L'Assemblée constituante ne reflétait plus l'état d'esprit des masses"
865,"L%27Assembl%C3%A9e_constituante_russe_%C3%A9tait_moins_d%C3%A9mocratique_que_la_d%C3%A9mocratie_des_soviets","L'Assemblée constituante était moins démocratique que la démocratie des soviets"
866,"leaf_155","L'ordre perçu est réel"
867,"La_notion_d%27ordre_est_une_projection_de_l%27esprit_humain","La notion d'ordre est une projection de l'esprit humain"
868,"leaf_156","Si l'ordre était une projection de l'esprit humain, la prédiction scientifique serait impossible"
869,"Postuler_un_%C3%AAtre_complexe_tel_que_Dieu_ne_permet_pas_d%27expliquer_la_complexit%C3%A9","Postuler un être complexe tel que Dieu ne permet pas d'expliquer la complexité"
870,"Dieu_est_une_explication_inexplicable","Dieu est une explication inexplicable"
871,"L%27existence_de_Dieu_est_encore_plus_improbable_que_ce_que_Dieu_est_cens%C3%A9_avoir_cr%C3%A9%C3%A9","L'existence de Dieu est encore plus improbable que ce que Dieu est censé avoir créé"
872,"leaf_157","Parce que Dieu est un Être simple, il n'a pas besoin d'explication"
873,"Qu%27on_ne_soit_pas_capable_d%27expliquer_Dieu_n%27emp%C3%AAche_pas_qu%27il_puisse_exister","Qu'on ne soit pas capable d'expliquer Dieu n'empêche pas qu'il puisse exister"
874,"leaf_158","L'explication par le hasard est encore plus inexpliquable que l'explication par Dieu"
875,"On_peut_%C3%A9viter_une_immigration_massive_en_limitant_l%27acc%C3%A8s_au_revenu_de_base_aux_nationaux","Tout dépend des conditions d'accès au revenu de base"
876,"Instaurer_un_revenu_de_base_risque_de_provoquer_une_immigration_massive","Un risque d'immigration massive"
877,"L%27immigration_est_source_de_richesse","L'immigration est source de richesse"
878,"La_d%C3%A9fense_des_Murs_%C3%A0_p%C3%AAches_est_une_pr%C3%A9occupation_de_bobos","Une préoccupation de bobos"
879,"Il_faut_pr%C3%A9server_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_pour_pr%C3%A9server_un_espace_vert_%C3%A0_c%C3%B4t%C3%A9_de_Paris","Pour préserver un espace vert à côté de Paris"
880,"Les_Murs_%C3%A0_p%C3%AAches_ne_sont_assez_ouverts_au_public_et_sont_le_plus_souvent_ferm%C3%A9s","Les Murs à pêches ne sont assez ouverts au public et sont le plus souvent fermés"
881,"leaf_159","Le capitalisme est incapable d'offrir un système de santé de qualité pour tous"
882,"leaf_160","Le capitalisme détériore les liens sociaux"
883,"Le_capitalisme_d%C3%A9t%C3%A9riore_les_relations_humaines","Le capitalisme détériore les relations humaines"
884,"leaf_161","Le capitalisme détruit les solidarités"
885,"leaf_162","Le capitalisme exacerbe les divisions"
886,"leaf_163","Le capitalisme nuit aux relations sexuelles"
887,"Le_parti_bolch%C3%A9vik_n%27avait_pas_un_caract%C3%A8re_de_classe","Le parti bolchévik n'avait pas un caractère de classe"
888,"Le_parti_bolch%C3%A9vik_n%27avait_pas_d%E2%80%99enracinement_dans_la_soci%C3%A9t%C3%A9_civile","Le parti bolchévik n'avait pas d’enracinement dans la société civile"
889,"Le_parti_bolch%C3%A9vik_%C3%A9tait_compos%C3%A9_d%27individus_d%C3%A9class%C3%A9s_ou_d%C3%A9racin%C3%A9s","Le parti bolchévik était composé d'individus déclassés ou déracinés"
890,"Les_bolch%C3%A9viks_se_sont_appuy%C3%A9s_sur_des_couches_peu_form%C3%A9es_souhaitant_passer_%C3%A0_l%27action","Les bolchéviks se sont appuyés sur des couches peu formées souhaitant passer à l'action"
891,"Les_nouvelles_recrues_bolch%C3%A9viks_avaient_un_d%C3%A9sir_de_revanche_et_de_promotion_sociale","Les nouvelles recrues bolchéviks avaient un désir de revanche et de promotion sociale"
892,"Des_saints_ont_pr%C3%AAch%C3%A9_la_Croisade","Des saints ont prêché la Croisade"
893,"Les_religions_sont_en_guerre_depuis_toujours","Les religions sont en guerre depuis toujours"
894,"Il_y_a_des_raisons_th%C3%A9ologiques_aux_conflits_religieux","Il y a des raisons théologiques aux conflits religieux"
895,"leaf_164","Le capitalisme a conduit aux guerres de colonisation"
896,"Le_capitalisme_est_la_cause_de_guerres_incessantes","Le capitalisme est la cause de guerres incessantes"
897,"leaf_165","Le capitalisme a conduit à deux guerres mondiales"
898,"leaf_166","Le capitalisme conduit à des « interventions » impérialistes"
899,"leaf_167","Le capitalisme va nous conduire à une troisième guerre mondiale"
900,"leaf_168","Le capitalisme est la guerre de tous contre tous"
901,"Aucune_proposition_de_revenu_de_base_ne_permet_de_lutter_contre_la_%C2%AB_pauvret%C3%A9_relative_%C2%BB","Aucune proposition de revenu de base ne permet de lutter contre la « pauvreté relative »"
902,"Le_revenu_de_base_ne_lutte_pas_contre_la_%C2%AB_pauvret%C3%A9_relative_%C2%BB","Lutte seulement contre la « pauvreté absolue »"
903,"Les_machines_%C3%A0_voter_sont_vuln%C3%A9rables_aux_attaques","Les machines à voter sont vulnérables aux attaques"
904,"leaf_169","Rien de scientifique ne le montre"
905,"Le_cerveau_repose_sur_des_particules_ind%C3%A9termin%C3%A9es","Le cerveau repose sur des particules indéterminées"
906,"leaf_170","Des milliers d'articles sont complets et sourcés"
907,"leaf_171","Une encyclopédie modifiable par n'importe qui"
908,"Une_partie_des_Murs_%C3%A0_p%C3%AAches_de_Montreuil_a_d%C3%A9j%C3%A0_%C3%A9t%C3%A9_class%C3%A9e_%C2%AB_Sites_et_paysages_%C2%BB","Une partie a déjà été classée « Sites et paysages »"
909,"Il_faut_pr%C3%A9server_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_pour_sauvegarder_un_patrimoine","Pour sauvegarder un patrimoine"
910,"La_pr%C3%A9cocit%C3%A9_des_%C3%A9l%C3%A8ves_avec_la_m%C3%A9thode_C%C3%A9line_Alvarez_ne_peut_pas_%C3%AAtre_compar%C3%A9e","Une précocité pas comparable"
911,"Les_organisations_de_lutte_contre_l%27islamophobie_ne_sont_pas_toutes_r%C3%A9actionnaires","Ces organisations ne se réduisent pas à cela"
912,"Une_alternative_%C3%A9cologique","Une alternative écologique"
913,"Cr%C3%A9er_de_la_valeur_%C3%A9conomique","Créer de la valeur économique"
914,"leaf_172",""
915,"leaf_173","Créer des emplois"
916,"Des_risques_de_pollution","Des risques de pollution"
917,"leaf_174","Des risques d'accidents"
918,"Un_appel_aux_d%C3%A9chets","Un appel aux déchets"
919,"Les_statistiques_du_nombre_d%27ouvriers_d%27industrie_dans_les_pays_industrialis%C3%A9s_sont_%C3%A0_manier_avec_des_pincettes","Les statistiques du nombre d'ouvriers d'industrie dans les pays industrialisés sont à manier avec des pincettes"
920,"La_classe_ouvri%C3%A8re_a_perdu_son_pouvoir_%C3%A9conomique_du_fait_de_la_tertiarisation_de_l%27%C3%A9conomie","Du fait de la tertiarisation de l'économie"
921,"Les_travailleurs_des_services_font_partie_du_prol%C3%A9tariat","Les travailleurs des services font partie du prolétariat"
922,"Ceux_qui_parlent_de_cr%C3%A9ation_%C3%A0_partir_de_rien_jouent_sur_les_mots","Le soi-disant « rien » est bien quelque chose"
923,"L%27univers_s%27est_cr%C3%A9%C3%A9_%C3%A0_partir_de_rien","L'univers s'est créé à partir de rien"
924,"L%27id%C3%A9e_de_cr%C3%A9ation_%C3%A0_partir_du_n%C3%A9ant_est_absurde","L'idée de création à partir du néant est absurde"
925,"Les_lois_qui_limitent_la_libert%C3%A9_d%27expression_sont_d%C3%A9mocratiques","Les lois qui limitent la liberté d'expression sont démocratiques"
926,"Les_capacit%C3%A9s_de_jugement_ne_sont_pas_%C3%A9gales","Les capacités de jugement ne sont pas égales"
927,"D%C3%A9montrer_scientifiquement_l%27absence_de_danger_de_quoi_que_ce_soit_est_impossible","Démontrer scientifiquement l'absence de danger de quoi que ce soit est impossible"
928,"Un_manque_de_preuves_de_l%E2%80%99innocuit%C3%A9_des_vaccins","Un manque de preuves de l’innocuité des vaccins"
929,"Le_revenu_de_base_g%C3%A9n%C3%A9ralise_la_pr%C3%A9carit%C3%A9_du_travail","La généralisation de la précarité"
930,"Le_revenu_de_base_est_une_mesure_favorable_aux_employeurs","Une situation favorable aux employeurs"
931,"L%27instauration_d%27un_revenu_de_base_progressiste_n%C3%A9cessite_des_luttes_sociales_d%27ampleur","Une situation irréaliste"
932,"Instaurer_un_revenu_de_base_conduit_%C3%A0_une_baisse_de_comp%C3%A9titivit%C3%A9","Une baisse de compétitivité"
933,"L%27Ultime_est_con%C3%A7u_de_fa%C3%A7on_diff%C3%A9rente_selon_les_religions","L'Ultime est conçu de façon différente selon les religions"
934,"Les_religions_cherchent_%C3%A0_atteindre_l%27Ultime","Les religions cherchent à atteindre l'Ultime"
935,"leaf_175","Le voile n'est qu'un vêtement comme un autre"
936,"Les_femmes_doivent_%C3%AAtre_libres_de_s%27habiller_comme_elles_le_souhaitent","Les femmes doivent être libres de s'habiller comme elles le souhaitent"
937,"Les_femmes_doivent_pouvoir_%C3%AAtre_libres_de_porter_le_voile_islamique_car_elles_doivent_pouvoir_disposer_librement_de_leur_corps","Les femmes doivent pouvoir disposer librement de leur corps"
938,"On_ne_peut_pas_simplement_penser_en_termes_de_libert%C3%A9_individuelle_sur_la_question_du_voile","On ne peut pas simplement penser en termes de liberté individuelle"
939,"Il_faut_pr%C3%A9server_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_pour_accueillir_des_associations","Pour accueillir des associations"
940,"Les_Murs_%C3%A0_p%C3%AAches_de_Montreuil_occupent_un_espace_inutilis%C3%A9","Un espace inutilisé"
941,"Il_faut_construire_des_logements_dans_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil","Un besoin de logements"
942,"Il_faut_construire_des_commerce_et_des_services_de_proximit%C3%A9_dans_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil","Un besoin de commerces et de services de proximité"
943,"Il_faut_reconvertir_l%27ancienne_usine_EIF_des_Murs_%C3%A0_p%C3%AAches_de_Montreuil","Un projet de reconversion de l'usine EIF"
944,"Il_faut_construire_des_ateliers_de_maintenance_du_tramway_dans_les_Murs_%C3%A0_p%C3%AAches_de_Montreuil","Un projet d'ateliers de maintenance du tramway"
945,"Le_vote_par_internet_n%27entraine_pas_d%27%C3%A9conomies_d%27%C3%A9chelle_importantes","Le vote par internet n'entraine pas d'économies d'échelle importantes"
946,"Le_vote_%C3%A9lectronique_permet_de_diminuer_les_co%C3%BBts_des_%C3%A9lections_des_Fran%C3%A7ais_%C3%A0_l%27%C3%A9tranger","Des économies réelles dans le cas des élections des Français à l'étranger"
947,"Ajouter_une_nouvelle_modalit%C3%A9_de_vote_ne_fait_qu%27ajouter_un_nouveau_co%C3%BBt","Ajouter une nouvelle modalité de vote ne fait qu'ajouter un nouveau coût"
948,"leaf_176","Il faut limiter la liberté d'expression pour éviter les troubles à l’ordre public"
949,"Facebook_s%27approprie_les_donn%C3%A9es_personnelles_de_ses_utilisateurs_sans_les_r%C3%A9mun%C3%A9rer","Facebook s'accapare les données personnelles des utilisateurs"
950,"Facebook_n%27est_pas_fiable_informatiquement","Facebook n'est pas fiable informatiquement"
951,"Facebook_est_un_instrument_de_propagande","Facebook est un instrument de propagande"
952,"Facebook_est_une_entreprise_toute-puissante","Facebook est une entreprise toute-puissante"
953,"Facebook_a_un_effet_d%C3%A9l%C3%A9t%C3%A8re_sur_la_vie_sociale_et_le_psychisme","Facebook a un effet délétère sur la vie sociale et le psychisme"
954,"Il_existe_des_alternatives_libres_%C3%A0_Facebook","Il existe des alternatives libres à Facebook"
955,"Facebook_exploite_les_faiblesses_de_ses_utilisateurs","Facebook exploite les faiblesses de ses utilisateurs"
956,"Facebook_est_un_outil_d%27expression","Facebook est un outil d'expression"
957,"Facebook_permet_de_garder_des_liens_avec_notre_entourage","Nous avons tous besoin de garder des liens avec notre entourage"
958,"Il_n%27y_a_pas_plus_de_raison_de_boycotter_Facebook_que_les_autres_g%C3%A9ants_du_web","Il n'y a pas plus de raison de boycotter Facebook que les autres géants du web"
959,"Facebook_est_le_r%C3%A9seau_social_utilis%C3%A9_par_la_majorit%C3%A9_des_gens","Il faut trouver les gens là où ils sont"
960,"Il_ne_devrait_rien_exister","Il ne devrait rien exister"
961,"Dieu_est_la_cause_premi%C3%A8re_de_l%27univers","L'univers a une cause première"
962,"Dieu_existe_car_il_ne_peut_y_avoir_une_infinit%C3%A9_de_causes","Il ne peut y avoir une infinité de causes"
963,"Dieu_existe_car_il_ne_peut_y_avoir_un_pass%C3%A9_infini","Il ne peut y avoir un passé infini"
964,"L%27univers_a_commenc%C3%A9_d%27exister_avec_le_Big_Bang","L'univers a commencé d'exister avec le Big Bang"
965,"Le_principe_de_causalit%C3%A9_ne_s%27applique_pas_%C3%A0_l%27univers","Le principe de causalité ne s'applique pas à l'univers"
966,"L%27univers_n%27a_pas_de_cause_ni_de_raison_d%27%C3%AAtre","S'il n'y a pas d'avant le Big Bang, il ne peut y avoir de cause"
967,"L%27univers_n%27a_pas_de_commencement","L'univers a un passé fini mais n'a jamais commencé"
968,"L%27univers_est_contingent","L'univers est contingent"
969,"La_cause_premi%C3%A8re_est_le_Big_Bang","La cause première est le Big Bang"
970,"Tout_a_une_cause,_et_Dieu_en_particulier","Tout a une cause, et Dieu en particulier"
971,"La_cause_premi%C3%A8re_est_inconnaissable","La cause première est inconnaissable"
972,"Seules_des_influences_ext%C3%A9rieures_%C3%A0_l%27individu_peuvent_le_priver_de_libert%C3%A9","Seules des influences extérieures à l'individu peuvent le priver de liberté"
973,"La_volont%C3%A9_est_toujours_d%C3%A9termin%C3%A9e_par_le_motif_de_poursuivre_son_bien_ou_son_avantage","La volonté est toujours déterminée par le motif de poursuivre son bien ou son avantage"
974,"Il_y_a_libert%C3%A9_lorsqu%27on_ne_peut_connaitre_les_cons%C3%A9quences_des_diff%C3%A9rents_choix_possibles","Il y a liberté lorsqu'on ne peut connaitre les conséquences des différents choix possibles"
975,"Il_existe_une_oppression_sp%C3%A9cifique_envers_les_musulmans","Il existe une oppression spécifique envers les musulmans"
976,"leaf_177","On pourrait imposer certaines réglementations sur le traitement des défections des élevages"
977,"L%27%C3%A9levage_intensif_de_porcs_est_nocif_pour_l%27homme","L'élevage intensif de porcs est nocif pour l'homme"
978,"Les_alternatives_%C3%A0_Facebook_sont_utilis%C3%A9es_par_une_minorit%C3%A9_de_personnes","Personne ne connait ces alternatives"
979,"Manger_des_animaux_n%27est_pas_la_seule_fa%C3%A7on_pour_reconnaitre_son_animalit%C3%A9","On peut aussi faire l'amour"
